area,rooms,bathroom,parkingSpaces,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance,total
182,3,3,5,0,1,0,0,4200,250,64,4514
215,3,2,0,5,1,0,1400,4000,38,52,5490
280,3,3,4,0,1,0,0,9500,990,143,10630
68,2,1,1,5,1,0,660,870,109,12,1651
76,1,2,1,4,1,1,1180,4200,30,54,5464
156,3,4,3,4,1,0,1650,9000,667,115,11430
271,4,3,1,7,1,0,1500,3900,500,57,5957
297,4,6,2,3,1,0,2800,2800,433,36,6069
73,2,1,1,8,1,0,525,1360,6,18,1909
350,3,4,5,0,1,0,0,5500,1092,83,6675
100,2,3,3,0,1,1,1200,7650,250,97,9197
100,3,2,0,3,0,0,800,2000,250,26,3076
180,3,4,4,0,1,0,1000,4500,127,68,5695
350,7,4,2,0,1,0,0,4600,292,70,4962
40,1,1,0,7,1,0,180,1000,6,15,1201
106,3,2,1,5,1,0,1434,5000,338,65,6837
63,2,2,1,19,1,1,1000,11000,133,140,12270
200,4,3,2,6,1,1,2100,9200,603,119,12020
65,2,2,0,1,1,0,250,3600,103,47,4000
25,1,1,0,4,1,1,356,1984,55,23,2418
95,3,2,2,5,1,0,1760,1200,296,16,3272
36,1,1,1,8,1,1,600,3400,80,44,4124
273,4,4,2,5,1,0,2800,10200,632,132,13760
159,2,2,1,8,1,1,1236,4200,251,54,5741
110,2,2,1,6,1,1,2500,5000,1417,65,8982
130,4,4,3,3,1,1,1600,10840,292,159,12890
20,1,1,0,0,0,0,0,990,0,13,1003
330,4,5,4,0,1,0,0,4000,274,61,4335
30,1,1,0,8,0,0,550,1216,25,16,1807
190,4,3,2,1,1,0,1733,5000,570,64,7367
195,2,3,1,10,1,0,1500,6000,334,77,7911
43,2,7,2,11,1,0,257,2270,0,29,2556
49,2,1,1,5,1,0,273,950,0,13,1236
68,3,1,1,1,1,0,560,1410,115,18,2103
63,2,2,2,3,1,1,500,2150,70,32,2752
298,4,4,3,6,1,0,3356,9000,1190,115,13660
52,1,2,1,4,1,1,795,3850,297,49,4991
350,3,2,4,0,1,0,0,10200,992,154,11350
170,4,2,1,3,1,1,2437,5200,570,66,8273
120,3,2,2,1,1,0,1784,5300,350,69,7503
30,1,1,0,19,1,0,800,1250,0,17,2067
67,2,1,0,5,0,1,388,1140,71,16,1615
210,3,4,0,0,1,1,0,4200,175,64,4439
40,1,1,1,1,0,1,250,1050,8,16,1324
117,3,2,1,1,1,0,706,3400,217,50,4373
67,2,1,1,7,1,0,570,1420,4,18,2012
70,3,2,2,1,1,0,554,1900,228,26,2708
60,2,1,2,0,1,0,0,1400,0,25,1425
856,5,7,6,4,1,0,7500,10000,5000,127,22630
34,1,1,0,7,1,0,625,1700,65,22,2412
717,5,5,8,16,1,0,4300,2500,5032,32,11860
96,2,1,0,2,0,0,200,1000,40,15,1255
20,1,1,0,0,1,1,602,1800,130,23,2555
70,1,2,0,0,0,0,0,1500,59,27,1586
65,1,1,0,10,0,1,672,2400,116,31,3219
58,2,2,1,18,1,0,317,1783,0,23,2123
140,3,3,3,2,1,0,1640,4200,775,54,6669
195,3,4,3,0,1,0,0,8500,59,128,8687
83,2,1,1,8,1,1,1108,1800,104,24,3036
40,1,1,1,6,1,0,180,1250,6,19,1455
70,1,1,0,0,0,0,0,900,0,14,914
94,3,3,2,4,1,0,2076,5000,357,65,7498
34,1,1,1,11,0,1,620,2800,0,36,3456
30,1,1,0,4,1,0,336,503,10,7,856
73,2,2,1,12,1,0,700,1250,150,16,2116
270,3,3,3,1,1,0,2500,7220,560,92,10370
40,1,1,1,16,0,0,900,3000,183,39,4122
25,1,1,0,0,0,0,0,836,0,13,849
112,3,2,1,8,1,0,810,3850,98,49,4807
105,3,2,2,6,1,0,1002,2583,35,33,3653
130,3,2,2,0,1,0,0,3300,108,50,3458
118,4,2,1,1,1,0,600,2300,111,31,3042
85,3,2,1,1,1,0,650,1300,75,17,2042
380,4,4,3,0,1,1,0,7500,0,113,7613
55,2,1,1,1,1,0,250,1200,83,16,1549
109,3,2,1,2,1,0,1450,5300,0,68,6818
758,5,4,5,3,1,0,7630,15000,2752,200,25580
300,4,3,3,0,1,0,0,6290,519,104,6913
72,2,3,0,1,1,1,826,2400,220,32,3478
148,4,3,2,12,1,0,1886,5500,399,74,7859
75,2,1,0,9,1,0,450,1000,34,15,1499
68,2,2,1,7,0,0,655,1100,42,15,1812
64,2,2,2,8,0,0,800,2100,59,27,2986
206,4,3,2,4,1,0,1530,6500,565,87,8682
320,3,4,3,8,1,0,3400,6800,1,87,10290
116,3,3,2,2,0,0,557,2500,230,33,3320
560,7,7,8,0,1,0,0,9000,911,136,10050
320,4,3,4,5,1,0,3000,5200,292,66,8558
55,1,1,1,1,1,1,2750,2400,635,31,5816
85,2,2,0,8,1,1,850,4900,0,63,5813
100,2,2,1,6,0,0,1000,2690,8,35,3733
400,5,5,5,0,1,0,0,6400,2500,97,8997
220,3,2,2,0,1,0,0,2600,53,47,2700
80,2,2,0,6,1,1,810,2000,289,26,3125
66,1,1,2,2,1,0,577,1600,41,21,2239
80,2,2,1,12,1,0,500,2000,0,30,2530
260,5,4,4,12,1,0,3400,11000,1400,140,15940
450,4,5,6,0,0,1,0,9000,1150,136,10290
88,2,2,1,3,1,0,550,2100,800,31,3481
157,3,5,3,1,1,0,2300,7000,442,89,9831
129,3,5,0,14,1,0,1200,6000,561,77,7838
23,1,1,1,26,1,0,472,2300,59,30,2861
692,5,6,5,0,1,0,4500,15000,1667,226,21390
310,3,4,3,8,1,0,2400,4500,900,58,7858
215,3,4,2,1,1,0,1900,3600,300,53,5853
250,3,4,2,0,1,0,0,4200,192,64,4456
140,3,2,2,13,0,0,1475,2000,171,26,3672
100,1,1,0,0,0,0,0,950,0,15,965
47,2,1,1,2,1,0,253,1200,20,16,1489
48,2,1,1,0,1,0,250,1200,40,16,1506
71,2,3,2,13,0,0,500,3700,50,47,4297
70,2,1,2,0,0,0,0,1400,85,22,1507
67,2,1,1,3,0,0,722,2600,198,33,3553
120,3,2,1,0,1,0,0,1850,84,28,1962
465,5,5,2,0,1,1,0,8960,1500,135,10600
120,3,2,0,5,1,1,981,5000,168,65,6214
92,2,1,0,9,0,0,935,1790,0,23,2748
78,3,2,2,6,1,1,720,3500,169,52,4441
60,2,1,1,3,1,0,200,1100,84,14,1398
100,3,1,1,10,1,0,700,1400,0,18,2118
87,2,3,2,16,0,0,541,5700,216,73,6530
160,2,2,4,0,1,0,0,2975,117,45,3137
100,2,3,2,7,1,1,1110,4000,375,51,5536
52,2,1,1,3,1,0,403,1300,10,17,1730
109,4,2,2,13,1,0,1156,6500,319,83,8058
26,1,1,0,8,0,0,305,1280,0,17,1602
270,4,5,2,4,1,0,4300,5500,1115,70,10990
208,3,4,3,0,1,0,0,6000,338,99,6437
20,1,1,1,1,0,0,0,1000,0,14,1014
50,2,1,1,5,1,1,505,1100,11,14,1630
138,2,1,0,3,1,0,810,1000,175,13,1998
58,2,2,2,8,0,1,347,3500,0,45,3892
198,3,4,3,13,1,1,2699,8000,917,102,11720
115,4,4,3,2,1,0,2600,4000,417,51,7068
128,3,3,2,3,1,0,2300,13000,726,168,16190
66,1,1,0,6,1,0,532,3000,75,39,3646
234,3,5,3,17,0,1,2750,14000,1334,178,18260
380,4,4,6,0,1,0,0,6000,417,91,6508
113,2,1,1,5,1,0,1000,3000,50,39,4089
160,3,3,2,0,1,0,0,2500,192,38,2730
80,2,1,0,3,0,0,450,1100,0,15,1565
33,2,1,0,0,0,0,0,980,0,15,995
50,2,1,1,1,0,0,100,1500,0,22,1622
65,1,1,0,4,1,0,350,2200,30,29,2609
40,1,1,0,0,1,0,0,850,34,13,897
261,3,4,4,7,1,0,2700,15000,834,191,18730
50,2,1,1,4,1,0,158,1140,0,16,1314
281,4,4,2,5,1,0,1300,3500,410,52,5262
119,2,1,1,0,0,0,0,1700,84,26,1810
52,2,1,1,6,1,0,370,1000,111,14,1495
40,1,1,0,2,0,0,282,850,43,13,1188
47,1,1,0,3,1,0,300,800,21,12,1133
35,1,1,0,5,1,0,330,1000,20,15,1365
40,1,1,0,0,0,0,0,700,59,11,770
55,2,1,1,3,1,0,170,750,0,10,930
72,2,1,1,10,1,0,870,1200,150,16,2236
30,1,1,0,4,1,0,360,600,17,9,986
57,1,1,1,2,1,0,2900,11500,959,149,15510
70,1,1,1,0,0,0,0,1100,0,17,1117
63,2,2,1,20,1,0,784,4500,136,58,5478
220,3,4,3,11,1,1,3300,8000,1000,102,12400
126,4,3,4,0,1,0,0,3300,167,50,3517
147,2,3,2,2,1,1,400,7900,75,116,8491
70,3,2,1,10,0,1,500,1940,77,25,2542
99,2,1,1,14,1,0,800,1800,0,23,2623
90,3,1,0,2,1,0,250,1500,140,20,1910
100,2,1,0,1,0,0,360,1700,2,22,2084
48,1,1,0,6,1,1,410,1300,25,17,1752
247,4,5,4,15,1,1,2795,12500,1458,167,16920
443,5,5,4,3,1,1,4172,7000,1417,89,12680
200,2,3,2,1,1,0,2500,5200,250,68,8018
360,4,3,4,0,0,0,0,6500,181,107,6788
20,1,1,0,0,1,1,602,1800,130,23,2555
90,3,2,0,3,1,0,1200,2570,242,34,4046
297,4,4,6,0,1,0,0,3000,392,46,3438
180,3,3,2,3,1,0,700,2700,175,40,3615
54,1,2,1,13,1,1,1150,6000,0,77,7227
90,2,2,1,3,0,0,400,2500,80,37,3017
105,3,3,2,12,1,0,1150,2300,208,30,3688
67,2,1,1,8,0,1,600,2500,96,37,3233
45,1,1,0,1,1,0,0,770,34,10,814
33,1,1,1,3,1,0,170,1600,9,22,1801
45,1,1,0,2,0,0,160,620,15,8,803
127,3,3,0,5,1,0,1295,1125,209,17,2646
120,3,3,2,1,1,1,1100,8950,0,114,10160
75,2,1,1,13,1,0,600,1880,16,24,2520
220,3,2,3,0,1,1,0,7800,215,118,8133
50,1,1,1,17,0,1,750,5000,0,64,5814
115,3,2,1,3,1,0,900,2500,250,37,3687
75,2,2,1,3,1,0,706,2400,75,31,3212
65,2,2,0,0,0,0,0,1305,0,20,1325
39,1,1,0,2,0,1,800,2300,98,30,3228
200,2,3,2,0,1,0,0,4000,196,61,4257
72,2,1,0,14,1,0,600,2560,0,33,3193
108,2,2,1,7,0,1,1300,4500,350,58,6208
32,1,1,1,1,1,1,700,4500,128,58,5386
106,3,2,1,8,0,0,980,3200,260,41,4481
70,3,1,1,4,1,0,240,1100,100,15,1455
120,3,2,1,2,1,1,2000,4500,325,58,6883
55,1,1,0,4,1,0,490,500,37,7,1034
100,3,1,0,5,1,0,900,1617,0,7,2524
162,2,2,1,12,1,1,1420,5000,0,64,6484
75,2,1,1,2,1,0,710,1700,18,22,2450
44,1,1,0,7,1,0,260,670,12,9,951
130,2,2,2,11,0,0,2200,7500,780,96,10580
147,4,3,1,0,1,0,0,3500,62,53,3615
70,2,1,0,0,1,0,360,1150,15,17,1542
64,2,2,2,5,1,0,410,2300,50,34,2794
180,4,3,1,5,0,0,1683,4000,482,52,6217
42,2,1,0,1,1,0,360,1200,100,18,1678
117,3,3,1,13,1,0,1500,4620,300,59,6479
180,3,4,2,7,1,1,1210,15000,369,194,16770
65,3,2,1,10,0,0,587,3250,113,42,3992
29,1,1,0,1,0,1,250,1720,99,22,2091
600,4,6,3,0,1,1,200,12000,817,181,13200
145,3,3,1,10,1,1,1380,11000,375,140,12900
310,4,4,4,21,1,0,4700,14000,1751,178,20630
260,4,4,3,8,0,0,1665,5250,440,70,7425
320,3,3,2,10,1,0,2200,8330,584,106,11220
70,3,1,1,3,1,0,180,980,0,14,1174
35,1,1,0,3,1,0,320,800,0,11,1131
320,3,4,4,0,1,0,0,4950,234,88,5272
82,2,2,2,6,1,0,280,2800,92,41,3213
62,2,2,1,2,1,1,800,2580,84,33,3497
60,3,1,0,3,1,0,265,1550,31,23,1869
78,3,2,0,8,1,0,350,1700,61,25,2136
385,4,5,6,3,1,0,4200,7000,2410,89,13700
214,3,3,2,4,1,0,2500,3500,500,52,6552
233,4,5,4,7,1,1,3240,11000,92,140,14470
60,2,1,1,8,1,0,700,1500,50,20,2270
22,1,1,0,3,0,1,420,1300,75,18,1813
100,2,3,0,1,1,0,0,1700,130,22,1852
90,2,1,1,2,1,0,1000,3000,50,39,4089
60,2,2,0,4,0,0,560,2500,83,33,3176
22,1,1,0,25,1,0,385,2100,40,27,2552
80,2,1,0,0,1,1,0,1610,0,24,1634
110,3,4,3,8,1,0,1364,2200,403,28,3995
120,2,2,1,14,1,0,858,800,18,11,1687
193,3,3,1,0,1,0,0,13500,236,222,13960
55,2,1,1,4,1,0,400,1460,0,19,1879
165,3,3,1,5,1,1,2000,7000,420,91,9511
46,1,1,2,7,1,0,690,2400,98,36,3224
55,2,1,0,1,1,0,450,2200,0,29,2679
150,2,2,1,0,1,0,0,2954,1,45,3000
57,1,1,0,8,1,1,300,6000,17,77,6394
160,3,2,1,3,1,1,2000,6700,367,87,9154
200,4,4,2,9,1,1,3700,7000,850,89,11640
60,1,2,1,10,1,0,630,1338,72,17,2057
180,3,2,1,11,1,1,2900,4500,500,58,7958
62,1,1,0,3,1,0,550,2100,0,27,2677
90,3,2,1,12,1,1,1000,3400,275,44,4719
35,1,1,0,3,0,1,585,2300,92,30,3007
95,2,1,1,8,1,0,1226,3200,92,41,4559
320,5,5,4,4,1,0,5800,5500,1500,70,12870
127,3,2,2,4,1,0,836,1700,124,22,2682
210,3,2,2,11,1,1,2600,5000,417,64,8081
160,4,3,2,20,1,1,1260,5600,334,71,7265
273,3,2,5,0,0,0,0,3355,215,51,3621
211,4,5,4,2,1,0,1543,3800,714,49,6106
145,2,3,2,16,1,1,2000,10000,584,127,12710
92,2,2,1,6,1,0,450,1900,67,28,2445
70,2,3,1,7,1,0,1196,2004,0,26,3226
254,3,4,2,0,1,0,0,3000,251,46,3297
350,4,4,2,4,0,0,3000,6000,1316,77,10390
55,1,1,0,13,1,0,400,1177,0,15,1592
80,3,2,2,5,1,0,1045,2400,227,31,3703
280,3,3,4,21,1,0,2498,4500,1116,58,8172
100,3,1,0,3,1,0,0,1970,0,25,1995
98,3,2,1,2,1,0,1379,6000,239,78,7696
85,2,3,1,14,1,0,709,3300,94,42,4145
78,2,2,2,1,0,1,450,3500,155,45,4150
58,2,1,1,6,1,0,770,1800,75,23,2668
50,1,1,1,3,1,0,2208,2300,420,30,4958
30,1,1,0,14,1,0,400,1600,0,21,2021
75,2,1,1,4,1,1,2065,6000,600,77,8742
350,4,6,6,0,1,0,1200,7330,55,111,8696
136,3,4,3,2,1,0,1490,2800,500,36,4826
290,3,3,3,0,1,0,0,8000,542,121,8663
99,2,2,2,4,1,0,590,4000,122,51,4763
750,5,3,6,0,0,1,0,7980,46,142,8168
110,2,2,1,0,1,0,0,3500,125,53,3678
340,2,3,2,5,1,0,1500,4000,317,59,5876
178,2,1,1,9,0,0,2900,3440,0,44,6384
28,1,1,1,0,0,1,550,1250,0,17,1817
38,1,1,0,2,0,0,0,1300,0,18,1318
254,3,4,2,0,1,0,0,6150,200,110,6460
51,2,1,1,6,1,0,200,1050,75,16,1341
134,3,3,2,18,1,1,900,3500,390,45,4835
38,1,1,1,16,1,0,450,2170,59,28,2707
400,4,5,3,0,0,0,0,15000,0,191,15190
136,3,2,2,7,1,1,2470,8000,558,104,11130
250,4,5,2,17,1,1,2000,12000,9,153,14160
94,2,2,2,3,1,0,890,4000,165,51,5106
62,2,2,1,5,1,1,585,1750,38,23,2396
80,2,2,1,0,1,1,0,2540,65,39,2644
89,3,1,1,5,0,0,820,2050,150,26,3046
51,2,1,0,2,1,0,271,980,21,13,1285
40,1,1,1,19,0,1,420,3899,208,50,4577
47,1,1,1,3,0,1,400,2200,0,33,2633
210,3,5,3,2,1,1,1900,3800,0,49,5749
230,4,4,4,1,1,1,2300,13500,1084,172,17060
70,2,2,1,5,1,0,495,2450,59,32,3036
117,3,1,1,3,1,0,258,1550,100,23,1931
54,2,2,0,18,1,0,400,1100,0,15,1515
105,2,1,0,0,1,0,0,1800,125,28,1953
47,2,2,0,5,1,1,990,4210,158,55,5413
120,3,1,0,2,1,0,200,2100,167,27,2494
284,4,6,2,5,1,1,3300,11420,567,148,15440
58,2,1,1,4,0,1,636,2493,80,9,3218
95,2,1,1,3,1,0,300,2800,69,41,3210
65,2,1,0,0,1,0,0,1000,47,16,1063
188,3,4,2,0,1,1,650,3800,0,68,4518
21,1,1,0,20,0,0,160,850,60,12,1082
65,2,2,1,13,0,1,700,3200,0,41,3941
50,2,1,0,9,1,1,620,1660,42,22,2344
150,4,3,3,0,1,0,0,7500,109,113,7722
90,3,3,1,1,1,0,320,2500,91,37,2948
400,3,3,6,0,1,0,1200,7200,218,119,8737
64,2,2,2,9,1,0,460,1964,134,8,2566
80,2,1,1,2,0,0,315,2156,0,28,2499
300,3,5,4,12,0,0,6593,6000,1974,77,14640
240,3,3,2,0,1,1,0,3840,152,58,4050
50,2,1,1,7,0,1,465,1357,0,6,1828
820,4,4,6,0,1,0,2500,13000,2500,196,18200
58,1,1,1,4,1,1,350,2300,139,34,2823
230,3,2,2,7,1,0,1773,1965,441,25,4204
43,1,1,1,21,1,1,888,2450,107,36,3481
280,6,6,3,0,1,0,0,5000,1118,76,6194
54,2,1,1,1,1,1,650,1350,0,18,2018
200,6,2,1,0,1,0,0,3400,134,56,3590
360,3,5,6,17,1,0,7552,3000,4830,39,15420
650,5,8,7,0,1,1,0,15000,2667,226,17890
38,1,1,0,1,1,0,300,850,34,13,1197
373,4,5,5,7,1,0,2601,15000,188,200,17990
47,1,1,1,1,0,1,400,2200,0,33,2633
133,3,2,2,0,1,0,0,4300,255,65,4620
150,4,2,2,1,1,0,1357,3700,211,50,5318
80,3,2,1,3,1,0,430,1200,74,16,1720
129,4,2,3,2,1,1,1100,5500,520,70,7190
275,3,5,6,0,1,1,0,13000,500,196,13700
44,1,1,0,4,1,0,632,1700,86,22,2440
60,1,2,1,5,1,0,750,1900,163,26,2839
170,3,4,4,13,1,0,1978,8000,759,107,10840
40,1,1,2,5,1,0,915,1559,169,20,2663
200,4,4,4,4,1,0,2500,4100,963,55,7618
170,4,4,3,11,1,0,2500,2499,870,32,5901
200,5,3,2,1,1,0,1480,9000,259,115,10850
31,1,1,0,3,0,1,371,1900,0,25,2296
135,3,2,1,8,1,0,1300,2165,209,32,3706
400,3,3,1,3,1,0,3000,11000,142,140,14280
70,2,1,0,0,1,0,320,1200,65,18,1603
64,1,1,0,9,1,0,500,1750,0,23,2273
73,2,1,1,4,1,0,625,1200,119,16,1960
240,3,4,3,9,1,0,3211,5100,1102,65,9478
115,2,1,1,0,1,0,0,1750,134,27,1911
400,3,4,3,0,1,0,0,10000,1189,151,11340
147,4,2,0,8,1,0,1150,2800,258,36,4244
58,2,1,1,1,1,0,500,750,80,10,1340
92,3,2,2,8,1,0,700,2000,145,26,2871
330,3,6,4,0,1,0,0,8500,856,128,9484
60,2,1,0,2,1,0,389,850,320,13,1572
240,4,5,4,5,1,0,3000,6000,834,77,9911
38,1,1,0,2,1,0,335,800,43,12,1190
141,3,2,2,11,1,0,2200,6900,450,88,9638
43,1,1,1,17,0,1,1050,2790,120,41,4001
62,2,1,0,4,1,0,282,940,38,14,1274
50,2,1,1,4,0,0,250,1500,35,20,1805
75,2,1,1,7,1,0,350,1200,34,18,1602
180,3,2,1,0,1,0,0,5400,459,82,5941
33,1,1,0,11,0,0,290,600,10,8,908
580,6,6,8,0,1,0,0,10000,2800,151,12950
136,3,3,2,1,0,0,1680,3200,525,41,5446
238,4,4,3,1,0,0,2765,5000,1220,64,9049
109,3,2,2,20,1,1,1200,4500,417,58,6175
90,2,1,0,0,1,0,0,2400,170,37,2607
171,2,2,1,2,1,0,1000,2200,200,33,3433
40,1,1,0,16,1,0,580,1105,0,14,1699
119,3,2,2,7,1,0,1650,1200,212,16,3078
330,5,7,5,10,1,0,1030,4800,973,64,6867
60,1,1,1,2,1,1,1072,4600,115,59,5846
118,3,2,1,4,1,1,1800,6000,22,77,7899
134,2,2,1,7,0,1,1493,3400,239,44,5176
280,3,4,1,0,1,0,1,3700,100,56,3857
120,3,2,1,0,1,0,0,1800,109,28,1937
288,4,6,4,1,1,0,3634,4200,1155,54,9043
180,3,3,2,11,1,0,1300,4000,409,51,5760
43,1,1,1,6,1,0,500,3000,11,39,3550
57,1,1,0,7,1,1,300,6000,17,77,6394
200,3,3,0,0,1,0,0,4500,71,68,4639
96,3,3,0,6,1,0,470,3572,30,46,4118
320,4,5,4,0,1,0,300,6500,417,98,7315
110,3,2,2,1,1,0,380,2150,192,29,2751
35,1,1,1,11,0,1,444,3290,124,42,3900
270,4,5,6,0,1,0,0,11000,400,166,11570
85,2,1,1,1,0,0,539,1200,74,16,1829
60,2,2,1,14,1,1,600,3000,209,39,3848
550,4,5,5,0,1,0,0,5000,875,76,5951
45,1,1,0,11,0,0,413,3800,81,49,4343
130,3,2,2,0,1,0,0,5100,183,77,5360
50,1,1,0,1,1,0,250,800,0,11,1061
55,2,1,1,3,1,0,800,1800,42,23,2665
47,1,1,1,1,0,1,400,2200,0,33,2633
192,4,3,3,2,1,1,412,2400,196,32,3040
70,2,2,2,3,1,0,700,1800,59,23,2582
78,2,1,0,1,1,0,280,1480,32,22,1814
45,1,1,1,1,1,0,320,900,84,14,1318
250,2,2,1,0,1,0,15,900,67,15,997
90,3,1,0,18,1,1,500,2240,42,29,2811
186,3,4,2,5,1,0,3000,13000,475,168,16640
33,1,1,0,14,1,0,500,3999,0,51,4550
250,5,4,5,0,1,0,0,4300,84,77,4461
30,1,1,0,4,0,0,307,1750,79,23,2159
106,3,1,0,2,1,0,380,2000,80,26,2486
72,2,2,1,1,1,1,466,3000,93,39,3598
90,2,1,1,1,1,0,1000,3000,50,39,4089
102,3,2,1,10,1,0,950,3315,75,42,4382
126,3,3,2,7,0,0,2500,2500,317,32,5349
220,3,2,1,0,1,0,0,5000,500,76,5576
42,1,1,1,13,1,0,500,2300,50,34,2884
69,2,1,1,6,1,0,600,1600,0,21,2221
50,2,1,1,24,1,0,380,1490,0,19,1889
120,4,3,2,8,1,0,2010,2210,334,28,4582
160,3,3,3,10,1,1,1850,3500,63,45,5458
31,1,1,0,1,1,1,550,2900,0,37,3487
70,3,1,1,8,1,0,523,1100,0,14,1637
37,1,1,1,8,1,1,490,4000,90,51,4631
63,1,1,1,9,0,1,1283,7400,286,94,9063
57,2,1,0,7,1,0,430,1500,54,20,2004
400,3,2,3,0,1,0,0,5500,1084,83,6667
370,4,5,6,17,1,0,4300,14000,1900,178,20380
255,4,3,0,6,1,0,2650,4500,692,58,7900
110,2,2,1,1,1,0,1216,2700,1144,35,5095
82,2,2,1,4,1,0,1900,2400,334,31,4665
25,1,1,1,4,1,0,1850,2805,417,37,5109
65,2,2,1,4,1,1,730,1750,83,23,2586
45,1,1,0,10,1,0,300,800,108,11,1219
95,2,2,2,11,1,0,1450,6300,267,82,8099
55,1,2,1,2,1,0,650,1200,55,16,1921
96,3,2,2,1,1,0,600,2300,294,31,3225
72,2,1,2,5,1,1,600,3200,35,41,3876
44,2,1,0,4,0,0,145,895,0,12,1052
2000,3,3,2,2,1,1,3000,5000,200,67,8267
49,2,1,1,16,1,0,350,1500,0,20,1870
119,3,2,1,7,1,0,1011,3500,247,45,4803
52,1,1,1,7,1,0,470,2000,89,26,2585
80,2,1,1,19,1,0,740,1300,0,17,2057
200,3,3,3,13,1,1,2338,5000,835,64,8237
181,3,4,3,8,0,1,2500,8000,903,102,11510
220,4,3,2,4,1,0,1263,2700,269,36,4268
125,3,3,1,2,1,0,1070,2400,184,36,3690
55,1,1,0,1,1,0,550,915,57,12,1534
28,1,1,0,1,1,0,99,1200,10,18,1327
48,2,1,1,10,1,1,380,1100,27,17,1524
222,4,3,4,15,1,0,2600,6500,1000,83,10180
138,3,3,2,0,1,0,0,2700,141,41,2882
72,2,1,1,21,1,0,519,1701,155,22,2397
171,4,4,4,1,1,0,2310,10000,85,127,12520
55,1,2,1,15,1,1,695,2750,50,36,3531
120,2,3,1,9,1,0,1264,2600,225,34,4123
102,3,3,2,15,1,0,1100,3990,150,51,5291
118,3,3,2,6,1,0,1200,3500,534,45,5279
55,2,1,0,2,0,0,200,1260,0,16,1476
197,4,3,2,4,1,0,2000,3200,325,47,5572
49,1,1,0,0,0,0,0,1350,0,21,1371
45,1,1,0,1,0,1,750,3300,249,43,4342
104,2,2,2,7,1,1,1100,4200,210,54,5564
73,3,2,2,17,1,0,570,2400,125,31,3126
55,1,1,0,2,1,1,320,1150,30,17,1517
202,4,4,3,13,1,0,2200,6000,1000,77,9277
54,2,1,1,3,1,0,660,1650,50,21,2381
75,2,1,0,1,0,0,0,1200,67,16,1283
89,3,2,0,4,1,0,1100,2750,138,36,4024
46,1,1,0,1,1,1,350,1800,0,23,2173
386,4,6,4,0,1,0,6700,4250,667,64,11680
240,3,3,1,0,1,0,0,4000,392,72,4464
61,3,2,1,4,1,0,550,3000,117,39,3706
80,2,2,1,3,1,0,700,2200,0,28,2928
45,2,1,1,4,1,1,180,1300,39,18,1537
18,1,1,0,0,1,0,0,1720,0,22,1742
30,1,1,1,14,1,1,350,2580,83,33,3046
300,4,4,6,1,1,0,550,3800,33,49,4432
69,1,1,1,8,1,0,857,1200,100,16,2173
157,3,2,2,15,1,0,1290,2200,208,28,3726
30,1,1,0,3,1,0,314,700,0,10,1024
32,1,1,0,9,0,0,300,1000,100,14,1414
83,3,2,2,6,1,0,468,1600,130,22,2220
55,2,2,2,3,1,0,780,2001,142,26,2949
70,1,1,1,3,1,0,1000,2500,150,32,3682
20,1,1,0,1,0,1,150,3142,67,40,3399
298,4,2,3,0,1,0,0,3044,186,50,3280
90,3,2,1,1,1,0,280,1300,100,18,1698
147,2,2,1,8,1,0,1400,4000,314,51,5765
48,1,1,1,0,1,0,0,2000,0,26,2026
32,1,1,1,9,0,1,1500,3400,150,44,5094
195,4,2,3,15,1,0,1475,2500,307,32,4314
350,4,3,4,0,0,0,500,6000,500,91,7091
74,2,1,0,2,0,0,1,2500,1,32,2534
130,3,2,2,1,0,0,1324,3250,571,42,5187
60,2,3,0,1,0,1,938,1940,0,25,2903
55,2,1,1,9,0,0,655,1300,119,18,2092
89,3,2,2,4,1,0,1050,1540,115,20,2725
70,2,2,2,11,1,0,700,3300,115,49,4164
141,4,2,1,2,1,0,0,3000,117,50,3167
260,4,2,2,0,1,0,0,2500,251,41,2792
168,4,2,2,0,1,0,0,3100,130,47,3277
24,1,1,1,0,0,0,0,550,0,10,560
240,4,4,5,14,1,0,2400,4500,750,58,7708
178,3,4,4,18,1,0,2650,10000,125,127,12900
58,2,1,1,1,1,1,500,2380,120,31,3031
800,4,7,8,0,0,0,10000,8500,209,128,18840
180,3,2,2,11,1,0,2750,7000,730,89,10570
101,3,4,2,4,0,1,1037,6140,359,78,7614
50,1,1,0,1,0,0,150,830,0,11,991
55,2,1,1,4,1,0,190,600,67,8,865
120,2,3,2,0,1,0,0,5400,0,82,5482
42,2,1,1,3,0,0,400,600,15,8,1023
40,1,1,1,1,0,0,0,860,0,12,872
78,2,2,2,8,1,1,1400,5800,334,74,7608
144,3,2,1,4,1,1,1450,2740,269,41,4500
70,3,1,1,7,1,0,680,1200,71,16,1967
440,4,4,4,0,0,0,0,4000,417,61,4478
44,1,1,1,7,1,0,600,1250,65,19,1934
596,4,5,2,0,1,1,0,15000,2620,226,17850
230,3,4,3,0,1,1,2300,10000,417,178,12900
100,2,1,0,13,1,0,750,1200,1680,16,3646
300,3,3,8,0,1,0,0,5500,286,83,5869
47,2,1,0,7,1,1,390,1900,0,8,2298
105,3,2,2,6,1,0,1200,1620,165,21,3006
65,2,2,1,14,0,0,610,1300,3,17,1930
65,3,2,1,2,1,0,512,1860,135,24,2531
